"Alamat","Nama Tempat","Rating","Review","Items","W4Efsd 2","W4Efsd 3","UsdlK","lcr4fd href","Cw1rxd","R8c4Qb","Cw1rxd 2","R8c4Qb 2","Jn12ke src","ah5Ghc","W4Efsd 4","W4Efsd 5","W4Efsd 6"
"https://www.google.com/maps/place/Biro+Psikologi+Character/data=!4m7!3m6!1s0x2dd7e5352babcf57:0xa6e241969e37e911!8m2!3d-7.3858595!4d112.7167978!16s%2Fg%2F11plddk_3q!19sChIJV8-rKzXl1y0REek3npZB4qY?authuser=0&hl=id&rclk=1","Biro Psikologi Character","4,9","(128)","Psikolog","Tutup","GRIYA PERMATA GEDANGAN Jalan Elang Blok L2-L3, Perum Jl. Griya Permata Gedangan No.16 Tahap II","0812-1678-258","https://ciptaragamtalenta.com/","","Situs Web","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Komunikatif,responsif, dan informatif Pelayanannya bagus.""","·","·","· Buka Sen pukul 08.00"
"https://www.google.com/maps/place/Lembaga+Pelayanan+Psikologi+Ekshafit+Cabang+Bojonegoro+%28Praktik+Psikolog%29/data=!4m7!3m6!1s0x2e7781bda742245b:0xfd8a9fde4fa8253d!8m2!3d-7.1514305!4d111.899445!16s%2Fg%2F11sfjmlhf8!19sChIJWyRCp72Bdy4RPSWoT96fiv0?authuser=0&hl=id&rclk=1","Lembaga Pelayanan Psikologi Ekshafit Cabang Bojonegoro (Praktik Psikolog)","4,8","(24)","Psikolog","Tutup","Jl. Lettu Suwolo No.67","0812-3454-9287","https://linkr.bio/jvv0r3","","Situs Web","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""saya puas bgt dgn pelayanan nya bagus bgt ramah baik dan sangat membantu""","·","·","· Buka Sen pukul 09.00"
"https://www.google.com/maps/place/Praktik+Psikolog+Klinis+S.+Ayu+Nawangsari,+M.Psi.,+Psikolog/data=!4m7!3m6!1s0x2e784f3eb5ddd26f:0xc3f49dfff7027b43!8m2!3d-7.6503191!4d112.0138812!16s%2Fg%2F11vqlmlw88!19sChIJb9LdtT5PeC4RQ3sC9_-d9MM?authuser=0&hl=id&rclk=1","Praktik Psikolog Klinis S. Ayu Nawangsari, M.Psi., Psikolog","5,0","(14)","Psikolog","·","Jalan Bima No.3, RT.02/RW.06","0857-3163-9659","","","Rute","","","","","","",""
"https://www.google.com/maps/place/Elma+Prastika+M.,M.Psi,Psikolog/data=!4m7!3m6!1s0x2e78eba83b11f07d:0x8d0b9442b271c87c!8m2!3d-8.1343125!4d112.1679375!16s%2Fg%2F11sryqkdvq!19sChIJffARO6jreC4RfMhxskKUC40?authuser=0&hl=id&rclk=1","Elma Prastika M.,M.Psi,Psikolog","4,8","(21)","Psikolog","·","RT.01/RW.01","0878-6006-7445","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Psikolognya baik, mendengarkan cerita tanpa terasa dijudge.""","Tutup","· Buka pukul 10.00","·"
"https://www.google.com/maps/place/Brilian+Psikologi/data=!4m7!3m6!1s0x2dd7fceb0bc25311:0xd6ca2bf3fad3279d!8m2!3d-7.3276363!4d112.6885563!16s%2Fg%2F11b6mn1y8m!19sChIJEVPCC-v81y0RnSfT-vMrytY?authuser=0&hl=id&rclk=1","Brilian Psikologi","4,9","(42)","Psikolog","Tutup","Perum Pondok Maritim, Ruko Pondok Maritim Blok W 24 A","0822-3062-6147","http://www.brilianpsikologi.id/","","Situs Web","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pelayanan mantap , Penyampaian informasi mudah diterima dan tempat bersih""","·","·","· Buka Sen pukul 08.00"
"https://www.google.com/maps/place/Lazuardi/data=!4m7!3m6!1s0x2e78ec0d45dacc2d:0x8d309c4281023d18!8m2!3d-8.1006905!4d112.1661425!16s%2Fg%2F1hm1wzz5q!19sChIJLczaRQ3seC4RGD0CgUKcMI0?authuser=0&hl=id&rclk=1","Lazuardi","4,6","(12)","Psikolog","·","Jl. Mataraman No.1","0858-9591-1113","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Demi perbaikan jiwa dan kebahagiaan diri anda ke depannya.""","Buka","· Tutup pukul 11.30 · Buka kembali pukul 13.00","·"
"https://www.google.com/maps/place/ASCA+ELPIDA+%28Biro+Layanan+Psikologi+%26+Konseling%29/data=!4m7!3m6!1s0x2e77ff9d6a50d60d:0xc266ae8789c00383!8m2!3d-7.1626357!4d112.605085!16s%2Fg%2F11j0s5nj7z!19sChIJDdZQap3_dy4RgwPAiYeuZsI?authuser=0&hl=id&rclk=1","ASCA ELPIDA (Biro Layanan Psikologi & Konseling)","5,0","(29)","Psikolog","·","·","0852-3100-6330","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Terimah kasih pelayanan di biro ini sangat membantu saya banget""","Tutup","· Buka Sen pukul 08.00","Dr. Wahidin SH, Perum Alam Bukit Raya Blok A4/1"
"https://www.google.com/maps/place/Lembaga+Psikologi+Dr+Soetomo/data=!4m7!3m6!1s0x2dd7fb7c996d405d:0x7c50b8c48fb06c1a!8m2!3d-7.3175196!4d112.7221823!16s%2Fg%2F1hc4k9616!19sChIJXUBtmXz71y0RGmywj8S4UHw?authuser=0&hl=id&rclk=1","Lembaga Psikologi Dr Soetomo","3,8","(27)","Psikolog","Tutup","Jl. Ketintang Madya II No.1","(031) 8290211","http://antonyspsi.blogspot.com/","","Situs Web","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Psikotes dengan kehadiran ibu2 ngerumpi""","·","·","· Buka Sen pukul 08.00"
"https://www.google.com/maps/place/Praktek+Psikolog+Klinis+Hasri+Ardilla.,+S.Psi.,+M.Psi.,+Psikolog+-+Hasiera+Consulting_Rumah+Terapi+ABK+ARA/data=!4m7!3m6!1s0x2dd7e5d4d4f59b53:0x636e916ddad4c1b9!8m2!3d-7.4016829!4d112.7626623!16s%2Fg%2F11p46qsgfc!19sChIJU5v11NTl1y0RucHU2m2RbmM?authuser=0&hl=id&rclk=1","Praktek Psikolog Klinis Hasri Ardilla., S.Psi., M.Psi., Psikolog - Hasiera Consulting_Rumah Terapi ABK ARA","5,0","(2)","Psikolog","·","Perumahan Merpati Kehutanan, Jl. Johar Blk. A No.1","0878-6537-9102","","","Rute","","","","","Tutup","· Buka Sen pukul 10.00","·"
"https://www.google.com/maps/place/Biro+Konsultasi+Psikologi+%28+Psikolog+%29+%22ADYATMA%22+dan+Tempat+Terapi+untuk+Anak+Kebutuhan+Khusus/data=!4m7!3m6!1s0x2e7859e90dc03717:0xd54dce490a2b2f4e!8m2!3d-7.8357149!4d112.0618413!16s%2Fg%2F11mwhjyy3_!19sChIJFzfADelZeC4RTi8rCknOTdU?authuser=0&hl=id&rclk=1","Biro Konsultasi Psikologi ( Psikolog ) ""ADYATMA"" dan Tempat Terapi untuk Anak Kebutuhan Khusus","5,0","(114)","Klinik Kesehatan Mental","·","Jl. Kelapa","0812-5279-71107","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""reccomend buat yg kesulitan memecahkan masalah😅🫶
ramah dan interaktif""","Tutup","· Buka Sen pukul 10.00","·"
"https://www.google.com/maps/place/LEMBAGA+PSIKOLOGI+INSANIA+INDONESIA/data=!4m7!3m6!1s0x2dd8016ec8a6e8cd:0x919d3d8fe2089462!8m2!3d-7.1761509!4d112.6482637!16s%2Fg%2F11fmlzggn3!19sChIJzeimyG4B2C0RYpQI4o89nZE?authuser=0&hl=id&rclk=1","LEMBAGA PSIKOLOGI INSANIA INDONESIA","5,0","(24)","Psikolog","Tutup","Gg. Biru No.g108","0812-2722-7989","http://www.instagram.com/insania.indonesia","","Situs Web","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Puas dengan layanan dr Ilembaga INSANIA ini .""","·","·","· Buka Sen pukul 08.00"
"https://www.google.com/maps/place/KLINIK+PSIKOLOGI+DAN+KESEHATAN+SIM/data=!4m7!3m6!1s0x2df147002e5d036f:0xceb48fc80a62e6c5!8m2!3d-1.277409!4d116.834791!16s%2Fg%2F11z6gkgcwt!19sChIJbwNdLgBH8S0RxeZiCsiPtM4?authuser=0&hl=id&rclk=1","KLINIK PSIKOLOGI DAN KESEHATAN SIM","4,0","(1)","Klinik Medis","·","PRFM+3W6, Jl. Jenderal Sudirman, Ruko Bandar","","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Namun jika tidak ada bisa dibantu copy di sini.""","","",""
"https://www.google.com/maps/place/Karakter+Bina+Insani+%28Biro+Psikologi+Karakter%29,+Balikpapan/data=!4m7!3m6!1s0x2df1471fc54646d3:0xc92d3e4c97d0cfb4!8m2!3d-1.2692328!4d116.8427979!16s%2Fg%2F11cncc62gz!19sChIJ00ZGxR9H8S0RtM_Ql0w-Lck?authuser=0&hl=id&rclk=1","Karakter Bina Insani (Biro Psikologi Karakter), Balikpapan","4,7","(9)","Psikolog","Tutup","·","0813-5277-7270","https://www.instagram.com/karakterbinainsani/","","Situs Web","","Rute","","","·","Jl. Mayjend Sutoyo Jl. Bukit Sion No.99, RT.48","· Buka Sen pukul 08.00"
"https://www.google.com/maps/place/Praktik+Psikolog+Rizki+Restu,+M.Psi,+Psikolog+Mojokerto+%28SOCA+PSIKOLOGI%29/data=!4m7!3m6!1s0x2e78138ad261274b:0xcf009f6fc1513a99!8m2!3d-7.4662659!4d112.4300187!16s%2Fg%2F11sff22zqv!19sChIJSydh0ooTeC4RmTpRwW-fAM8?authuser=0&hl=id&rclk=1","Praktik Psikolog Rizki Restu, M.Psi, Psikolog Mojokerto (SOCA PSIKOLOGI)","5,0","(9)","Psikolog","·","Jl. Yos Sudarso No.41","0895-0423-8000","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Penjelasannya jelas dan mudah dimengerti 💕💕💕

Recommended 🔥🔥🔥""","Tutup","· Buka Sen pukul 08.00","·"
"https://www.google.com/maps/place/Praktek+Psikologi/data=!4m7!3m6!1s0x2df146df45849e9d:0x2275962763b678e3!8m2!3d-1.2744238!4d116.8447948!16s%2Fg%2F11j8ldl59q!19sChIJnZ6ERd9G8S0R43i2YyeWdSI?authuser=0&hl=id&rclk=1","Praktek Psikologi","","","Klinik Medis","·","PRGV+6WM, Jl. Blora II","","","","Rute","","","","","","",""
"https://www.google.com/maps/place/Hasiera+Consulting+%28Biro+psikologi%29+%2FPraktik+psikolog/data=!4m7!3m6!1s0x2e781324fe831a01:0xb845c77fb48f9e27!8m2!3d-7.4946868!4d112.4219068!16s%2Fg%2F11lgp2wqn9!19sChIJARqD_iQTeC4RJ56PtH_HRbg?authuser=0&hl=id&rclk=1","Hasiera Consulting (Biro psikologi) /Praktik psikolog","5,0","(20)","Psikolog","Tutup","Ahsana Madinah Regency B-26","0878-6537-9102","https://bit.ly/hasieraconsulting","","Situs Web","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Terimakasih telah membantu saya menjadi lebih baikk.""","·","·","· Buka Sen pukul 10.00"
"https://www.google.com/maps/place/Praktik+Psikolog+Klinis+Harum+W.,+M.Psi.,+Psikolog/data=!4m7!3m6!1s0x2e784b76f2057187:0x251edc50fe248c48!8m2!3d-7.6030942!4d111.9005368!16s%2Fg%2F11sj6h7m8c!19sChIJh3EF8nZLeC4RSIwk_lDcHiU?authuser=0&hl=id&rclk=1","Praktik Psikolog Klinis Harum W., M.Psi., Psikolog","5,0","(8)","Psikolog","·","·","0895-8099-60009","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Baru pertama kali ke","Tutup","· Buka Sen pukul 14.30","Jl. Supriyadi No.26"
"https://www.google.com/maps/place/Pelayanan+Psikologi+Airlangga+Mas/data=!4m7!3m6!1s0x2dd7e6b6c61230b5:0x6af8c0f5ad5da1cf!8m2!3d-7.4450616!4d112.7229528!16s%2Fg%2F11b6dg4g8n!19sChIJtTASxrbm1y0Rz6FdrfXA-Go?authuser=0&hl=id&rclk=1","Pelayanan Psikologi Airlangga Mas","5,0","(13)","Psikolog","·","HP3F+X5G, Jl. Yos Sudarso","0813-5767-2338","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Bagus sekali pelayanan mantap""","Tutup","· Buka Sen pukul 16.00","·"
"https://www.google.com/maps/place/Nuril+Bariroh,+M.+Psi.,+Psikolog/data=!4m7!3m6!1s0x2e784bd10e5ba8c1:0xff7cb479f1cbb3a8!8m2!3d-7.6080716!4d111.8989162!16s%2Fg%2F11t4lzyqpt!19sChIJwahbDtFLeC4RqLPL8Xm0fP8?authuser=0&hl=id&rclk=1","Nuril Bariroh, M. Psi., Psikolog","5,0","(11)","Psikolog","Tutup","Depan SDI Nurul Ulum, Jl. Panjaitan","0851-9840-4827","https://www.instagram.com/pagipsikologi/","","Situs Web","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Penjelasannya juga jelas dan mudah dipahami.""","·","·","· Buka Sen pukul 08.30"
"https://www.google.com/maps/place/Psikolog/data=!4m7!3m6!1s0x2dd7e1954c23487d:0x27a5e5a9e9b2eb28!8m2!3d-7.4524352!4d112.6434319!16s%2Fg%2F11c6kymc02!19sChIJfUgjTJXh1y0RKOuy6anlpSc?authuser=0&hl=id&rclk=1","Psikolog","1,0","(1)","Klinik Kesehatan Mental","Tutup","Jl. Abdul Wahab No.19. RT 1 RW 1 Kepuh","0856-5595-5995","https://sites.google.com/view/mico-sidoarjo-rumah-psikolog/halaman-muka","","Situs Web","","Rute","","","·","·","· Buka Sen pukul 08.00"
"https://www.google.com/maps/place/Psikolog+Blitar/data=!4m7!3m6!1s0x2e78edacf8566aad:0x9945bca4ea8a2f3d!8m2!3d-8.0735613!4d112.1513236!16s%2Fg%2F11s3bfw6xs!19sChIJrWpW-KzteC4RPS-K6qS8RZk?authuser=0&hl=id&rclk=1","Psikolog Blitar","4,5","(8)","Psikolog","","·","0813-3290-2212","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Terima kasih sudah memberikan insight""","Tutup","· Buka Sen pukul 10.00",""
"https://www.google.com/maps/place/Grahita+Indonesia+Kediri/data=!4m7!3m6!1s0x2e78473d89a2b603:0x1e8a5e66ad03c335!8m2!3d-7.5787635!4d112.1002081!16s%2Fg%2F11gz8bp7st!19sChIJA7aiiT1HeC4RNcMDrWZeih4?authuser=0&hl=id&rclk=1","Grahita Indonesia Kediri","5,0","(1)","Psikolog","·","Jl. Moh. Hatta No.529","0852-3368-0748","","","Rute","","","","","Tutup","· Buka Sen pukul 09.00","·"
"https://www.google.com/maps/place/Psikologis+Hana+Athia+Akhzalini,+M.Si,+CH,+CHt/data=!4m7!3m6!1s0x2e78ef184a3a89c3:0x398ff67f4c0ee79!8m2!3d-8.0574267!4d112.0665961!16s%2Fg%2F11ptlsks53!19sChIJw4k6ShjveC4Ree7A9Gf_mAM?authuser=0&hl=id&rclk=1","Psikologis Hana Athia Akhzalini, M.Si, CH, CHt","5,0","(11)","Psikoterapis","·","Jl. Tangsi No.50","0856-4577-2626","","","Rute","","","","","Tutup","· Buka pukul 13.00","·"
"https://www.google.com/maps/place/Lembaga+Psikologi+%26+Terapi+ABK+%22FLANELLA%22/data=!4m7!3m6!1s0x2e788131da6e93d5:0x3e9ab37434b7205d!8m2!3d-7.9111215!4d112.5695783!16s%2Fg%2F11h79pvbp0!19sChIJ1ZNu2jGBeC4RXSC3NHSzmj4?authuser=0&hl=id&rclk=1","Lembaga Psikologi & Terapi ABK ""FLANELLA""","4,9","(25)","Psikolog","·","Jl. Suwarno gg. Kali Rt.01 Rw.06 Dusun Dadaptulis Dalam","0853-3462-0853","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""tempat terapi yang memberikan pelayanan dengan baik dan profesional.""","Tutup","· Buka Sen pukul 08.00","·"
"https://www.google.com/maps/place/Dr.+Aimee+Nugroho,+SpKJ/data=!4m7!3m6!1s0x2dd7fc314f0b9afd:0x4d19bc653b3f0659!8m2!3d-7.2976027!4d112.654619!16s%2Fg%2F11cm041hd7!19sChIJ_ZoLTzH81y0RWQY_O2W8GU0?authuser=0&hl=id&rclk=1","Dr. Aimee Nugroho, SpKJ","4,4","(29)","Psikiater","·","·","0851-0553-8888","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Dokter sangat profesional dan sabar mendengarkan keluhan.""","Tutup","· Buka Sen pukul 16.00","Royal Park 2 TK 4/41 Citraland"
"https://www.google.com/maps/place/BE+PSYCHOLOGY+%28Biro+Konsultasi+Psikologi%29/data=!4m7!3m6!1s0x2e78579b6326c141:0x8b3831406ddc7006!8m2!3d-7.8500441!4d112.0028485!16s%2Fg%2F11gk8p7pq7!19sChIJQcEmY5tXeC4RBnDcbUAxOIs?authuser=0&hl=id&rclk=1","BE PSYCHOLOGY (Biro Konsultasi Psikologi)","4,7","(20)","Psikolog","·","Regency, Perumahan Joloarto, Blk. B No.9","0815-1597-6097","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Psikolognya ramah, profesional  dan mudah dipahami terkait penjelasannya.""","Tutup","· Buka Sen pukul 08.00","·"
"https://www.google.com/maps/place/Lembaga+Psikologi+dan+konseling+Cahaya+intuisi+psikologi/data=!4m7!3m6!1s0x2e78074b6227ae11:0x65900a3ebbd3cc8!8m2!3d-7.3010691!4d112.6316303!16s%2Fg%2F11ld_lmdby!19sChIJEa4nYksHeC4RyDy966MAWQY?authuser=0&hl=id&rclk=1","Lembaga Psikologi dan konseling Cahaya intuisi psikologi","5,0","(1)","Psikolog","·","Lakarsantri Gg. III No.28","0819-9911-5292","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""layanan konseling anak terbaik, konselornya ramah...""","Tutup","· Buka Sen pukul 08.00","·"
"https://www.google.com/maps/place/dr+Nalini+Muhdi+SpKJ%28K%29/data=!4m7!3m6!1s0x2dd7f9f421580061:0x60e182a0a5703a81!8m2!3d-7.2621327!4d112.7941595!16s%2Fg%2F11cn6f607f!19sChIJYQBYIfT51y0RgTpwpaCC4WA?authuser=0&hl=id&rclk=1","dr Nalini Muhdi SpKJ(K)","4,2","(19)","Psikiater","·","Jl. Raya Sutorejo Prima UtaraBlok PZ19 No.21","(031) 5925226","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Berapa biaya konsultasinya?""","","",""
"https://www.google.com/maps/place/Biro+Psikologi+Humanity+-+Sidoarjo/data=!4m7!3m6!1s0x2dd7e5bdf04a97ad:0x7ad2d80f30c8cfd4!8m2!3d-7.3748377!4d112.73731!16s%2Fg%2F11rndlnjb7!19sChIJrZdK8L3l1y0R1M_IMA_Y0no?authuser=0&hl=id&rclk=1","Biro Psikologi Humanity - Sidoarjo","4,0","(5)","Psikolog","·","Jl. Sempati No.62A","0858-5935-7791","","","Rute","","","","","Tutup","· Buka Sen pukul 08.00","·"
"https://www.google.com/maps/place/Flourish+Psychology+Center/data=!4m7!3m6!1s0x2dd7e5c11663b4bd:0xb93f55ee24744fb0!8m2!3d-7.3644796!4d112.7252749!16s%2Fg%2F11r4pfbgz8!19sChIJvbRjFsHl1y0RsE90JO5VP7k?authuser=0&hl=id&rclk=1","Flourish Psychology Center","4,3","(29)","Psikolog","·","Jl. Muria Jl. Pepelegi Indah No.35","0853-8593-0602","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Benar-benar bisa mengupas akar masalah yg dialami selama ini.""","Tutup","· Buka Sen pukul 09.00","·"
"https://www.google.com/maps/place/Layanan+Psikologi+INSPIRASI+Tuban/data=!4m7!3m6!1s0x2e7799478ea6f7b9:0xa1afa6eb230095e!8m2!3d-6.9040563!4d112.0411786!16s%2Fg%2F11sy91pp_p!19sChIJufemjkeZdy4RXgkwsm76Ggo?authuser=0&hl=id&rclk=1","Layanan Psikologi INSPIRASI Tuban","5,0","(16)","Psikolog","·","32WR+9FF, Gang Gg. Kos-Kosan","0813-5790-7640","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""MasyaAllah
Layanan Psikokogi yang memuaskan
Sehat selalu Bu Indartik""","Tutup","· Buka Sen pukul 11.00","·"
"https://www.google.com/maps/place/Praktek+Psikologi+Oky+Niassafitri,+S.Psi,+M.Si,+M.Psi,+Psikolog/data=!4m7!3m6!1s0x2e79bd5f0a0051cf:0xb32348ab42cab45a!8m2!3d-7.6681796!4d111.5248339!16s%2Fg%2F11jgz9m61d!19sChIJz1EACl-9eS4RWrTKQqtII7M?authuser=0&hl=id&rclk=1","Praktek Psikologi Oky Niassafitri, S.Psi, M.Si, M.Psi, Psikolog","5,0","(6)","Psikolog","·","8GJF+PWG, Jl. Kebonsari","","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempatnya Bersih dan Nyaman untuk Tes psikotes dan tes lainnya""","","",""
"https://www.google.com/maps/place/Praktik+Psikolog+Rizky+Aulia+Fitriana,+M.Psi.,+Psikolog/data=!4m7!3m6!1s0x2e78579b80a896cd:0x17c767c6a83b31d5!8m2!3d-7.8299471!4d112.0316045!16s%2Fg%2F11vrv7xfrd!19sChIJzZaogJtXeC4R1TE7qMZnxxc?authuser=0&hl=id&rclk=1","Praktik Psikolog Rizky Aulia Fitriana, M.Psi., Psikolog","5,0","(7)","Psikolog","·","Jl. Banaran No.6","0858-1259-2685","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Bisa tes IQ juga di sini dan hasilnya sangat detail.""","Tutup","· Buka Sen pukul 08.00","·"
"https://www.google.com/maps/place/Unit+Psikologi+RSUD+Dr.+Soetomo+Surabaya/data=!4m7!3m6!1s0x2dd7fbdab5883bc9:0x602298784194764e!8m2!3d-7.2705188!4d112.7578646!16s%2Fg%2F11h8h37x0k!19sChIJyTuItdr71y0RTnaUQXiYImA?authuser=0&hl=id&rclk=1","Unit Psikologi RSUD Dr. Soetomo Surabaya","","","Psikolog","Tutup","PQH5+Q4X, Jl. Airlangga","(031) 15501109","http://psikologirsudsoetomosby.wordpress.com/","","Situs Web","","Rute","","","·","·","· Buka Sen pukul 08.00"
"https://www.google.com/maps/place/Biro+Psikologi+Baeks+Madiun/data=!4m7!3m6!1s0x2e79befa0ea1dc21:0xc1b48ccb6945454a!8m2!3d-7.6234277!4d111.5297538!16s%2Fg%2F11fy2nkfbm!19sChIJIdyhDvq-eS4RSkVFacuMtME?authuser=0&hl=id&rclk=1","Biro Psikologi Baeks Madiun","4,6","(19)","Psikolog","Tutup","Jalan Diponegoro No. 56 Kompleks Pertokoan Unit G","0852-3010-3342","https://sites.google.com/view/psikologi-madiun-baeks/","","Situs Web","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""pelayananan bagus tempatnya bersih 🥰""","·","·","· Buka Sen pukul 08.00"
"https://www.google.com/maps/place/Psychosense+Training+%26+Consulting/data=!4m7!3m6!1s0x2dd628238dfc228f:0xd498071efa3a68bc!8m2!3d-7.9775826!4d112.6276695!16s%2Fg%2F11b69hvvsj!19sChIJjyL8jSMo1i0RvGg6-h4HmNQ?authuser=0&hl=id&rclk=1","Psychosense Training & Consulting","4,3","(11)","Psikolog","Tutup","Jl. Arjuno No.26","0852-3196-0102","http://psychosense.com/","","Situs Web","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Jujur, bener benar dapat pencerahan setelah sesi konseling.""","·","·","· Buka Sen pukul 08.00"
"https://www.google.com/maps/place/Rumah+Sakit+Menur+Provinsi+Jawa+Timur/data=!4m7!3m6!1s0x2dd7fbbc4ed41345:0x9a7a8ae762918f4e!8m2!3d-7.2853922!4d112.7621621!16s%2Fg%2F1tc_hjzh!19sChIJRRPUTrz71y0RTo-RYueKepo?authuser=0&hl=id&rclk=1","Rumah Sakit Menur Provinsi Jawa Timur","4,9","(2.419)","Klinik Kesehatan Mental","Buka 24 jam","·","(031) 5021635","https://rsmenur.jatimprov.go.id/","","Situs Web","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pelayanan bagus , dokternya , terapisnya dll ramah semua nya""","·","Jl. Raya Menur No.120",""
"https://www.google.com/maps/place/CONQUERA+PSIKOLOGI/data=!4m7!3m6!1s0x2dd7fd8cf095c30b:0xb54935abc6a5c24f!8m2!3d-7.2752767!4d112.7104258!16s%2Fg%2F11sf6w7zvz!19sChIJC8OV8Iz91y0RT8Klxqs1SbU?authuser=0&hl=id&rclk=1","CONQUERA PSIKOLOGI","4,1","(33)","Psikolog","","Jl. Raya Simo Gunung No.12 A","(031) 5621177","http://www.conquerapsikologi.com/","","Situs Web","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""The best dan recommend banget""","·","",""
"https://www.google.com/maps/place/Psikolog+berkendara/data=!4m7!3m6!1s0x2dd7db1bd3fcfd61:0xc560537512393949!8m2!3d-7.6038587!4d112.7949459!16s%2Fg%2F11pf948sjs!19sChIJYf380xvb1y0RSTk5EnVTYMU?authuser=0&hl=id&rclk=1","Psikolog berkendara","4,5","(2)","Psikolog","·","Jalan Dokter Soetomo No.17","","","","Rute","","","","","","",""
"https://www.google.com/maps/place/Unit+Pelayanan+Psikologi+UNAIR/data=!4m7!3m6!1s0x2dd7fbd47d792827:0xf8c3ef352affbf4b!8m2!3d-7.2725062!4d112.7592293!16s%2Fg%2F1pzrw88_7!19sChIJJyh5fdT71y0RS7__KjXvw_g?authuser=0&hl=id&rclk=1","Unit Pelayanan Psikologi UNAIR","4,2","(10)","Klinik Tanpa Perjanjian","·","Gedung Fakultas Psikologi UNAIR, Jl. Dharmawangsa Dalam No.4-6 Lt. 2","0857-8508-8185","","","Rute","","","","","Tutup","· Buka Sen pukul 08.00","·"
"https://www.google.com/maps/place/Goclass/data=!4m7!3m6!1s0x2dd7e6ce50eea73f:0x7645308f1c3bcfcd!8m2!3d-7.4540574!4d112.7302417!16s%2Fg%2F11g8x377hk!19sChIJP6fuUM7m1y0Rzc87HI8wRXY?authuser=0&hl=id&rclk=1","Goclass","4,9","(35)","Penasihat","Buka","·","0823-8604-5243","https://www.alfiandi-wisdom.com/","","Situs Web","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Saya ke goclass untuk konseling masalah pernikahan saya.""","·","Jalan Perumahan Jl. Masjid Perumahan Bluru Permai No.FP/24","· Tutup pukul 20.30"
"https://www.google.com/maps/place/Psikolog.Kami+%28+MF+Hakim+Psikolog%29/data=!4m7!3m6!1s0x2e780b4b0bdd81d3:0x258204f6ea4e6736!8m2!3d-7.4388547!4d112.6073452!16s%2Fg%2F11ny064hq5!19sChIJ04HdC0sLeC4RNmdO6vYEgiU?authuser=0&hl=id&rclk=1","Psikolog.Kami ( MF Hakim Psikolog)","5,0","(2)","Psikolog","·","3 2 no 12 13, Jl. Raya Semambung","0882-0093-00703","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Layanan baik dan Profesional.""","Tutup","· Buka Sen pukul 13.00","·"
"https://www.google.com/maps/place/Psikolog+Daisy+Poegoeh+S.Psi+M.Si+Psikolog/data=!4m7!3m6!1s0x2e7883dad7505a07:0x4e2dafbd29ff18a8!8m2!3d-7.8243252!4d112.7236602!16s%2Fg%2F11v3n2b9c5!19sChIJB1pQ19qDeC4RqBj_Kb2vLU4?authuser=0&hl=id&rclk=1","Psikolog Daisy Poegoeh S.Psi M.Si Psikolog","5,0","(4)","Psikolog","·","Perum Griya Husada blok E3 no 16","","","","Rute","","","","","Tutup","· Buka Sen pukul 08.00",""
