"Alamat","Nama Tempat","Rating","Review","Items","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","W4Efsd 6","UsdlK","Cw1rxd","R8c4Qb","lcr4fd href","Cw1rxd 2","R8c4Qb 2","Jn12ke src","ah5Ghc"
"https://www.google.com/maps/place/dr.+Rinvil+Renaldi,+M.Kes,+Sp.KJ%28K%29,+Psikiater+Anak,+Makassar/data=!4m7!3m6!1s0x2dbee3f68aa10323:0xf816202f1fbf1578!8m2!3d-5.1644518!4d119.4188224!16s%2Fg%2F11nym2mgmf!19sChIJIwOhivbjvi0ReBW_Hy8gFvg?authuser=0&hl=id&rclk=1","dr. Rinvil Renaldi, M.Kes, Sp.KJ(K), Psikiater Anak, Makassar","4,5","(22)","Psikiater anak","·","Jl. DR. Ratulangi No.115","Tutup","· Buka Sel pukul 18.00","·","(0411) 852763","","Rute","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Orangnya humble dan koperatif banget sama anak berkebutuhan khusus saya."""
"https://www.google.com/maps/place/Psikolog+Klinis+Annisya+Muthmainnah+T,+M.Psi.,+Psikolog+-+Carnatia+Development+Center/data=!4m7!3m6!1s0x2df67f200c3a5dc1:0x2860d709d31fbae1!8m2!3d-0.5253735!4d117.1287325!16s%2Fg%2F11wb1hjrr9!19sChIJwV06DCB_9i0R4bof0wnXYCg?authuser=0&hl=id&rclk=1","Psikolog Klinis Annisya Muthmainnah T, M.Psi., Psikolog - Carnatia Development Center","5,0","(17)","Psikolog","·","Perumahan KORPRI 2, Jl. Apt. Pranoto No.22 Blok L2","Buka","· Tutup pukul 21.00","·","0851-9625-1335","","Rute","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""respon chat cepat, penjelasan alur dan administrasi juga jelas"""
"https://www.google.com/maps/place/Nasa/data=!4m7!3m6!1s0x2d95b7b4ffffffef:0x32aafd0745d59681!8m2!3d-3.929038!4d119.762871!16s%2Fg%2F11gbwr8v__!19sChIJ7____7S3lS0RgZbVRQf9qjI?authuser=0&hl=id&rclk=1","Nasa","5,0","(2)","Psikiater","·","3QC7+94Q, Btn wesabbe,kampung baru,kel.batu lappa,kec. watang pulu, kab.sidap","","","","0823-9430-2456","","Rute","","","","",""
"https://www.google.com/maps/place/Praktik+Psikolog+Dwi+Purwaningsih/data=!4m7!3m6!1s0x2dfcb3001098633f:0x838ae6ae7df0fab7!8m2!3d-2.2266583!4d113.9258828!16s%2Fg%2F11n543rbp1!19sChIJP2OYEACz_C0Rt_rwfa7mioM?authuser=0&hl=id&rclk=1","Praktik Psikolog Dwi Purwaningsih","5,0","(20)","Psikolog","·","Jl. Antang Kalang No.46","Tutup","· Buka pukul 14.00","·","0898-5065-883","","Situs Web","https://lynk.id/layananpsikologidp","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Sangat di rekomendasikan untuk yg ingin konsultasi mental bagus bangetttt"""
"https://www.google.com/maps/place/RS+Jiwa+Kendari/data=!4m7!3m6!1s0x2d98f2f3d924ca13:0xd53fbca6894ca462!8m2!3d-3.9578425!4d122.5046296!16s%2Fg%2F1hm5blz7y!19sChIJE8ok2fPymC0RYqRMiaa8P9U?authuser=0&hl=id&rclk=1","RS Jiwa Kendari","3,9","(81)","Rumah Sakit Jiwa","·","·","Buka 24 jam","Jl. Dr. Sutomo No.29","·","0851-6621-7927","","Rute","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Semua orang murah senyum."""
"https://www.google.com/maps/place/Biro+Psikologi+Bonafide/data=!4m7!3m6!1s0x2d93ed3b6fe5431d:0x811bfb5fc0de4186!8m2!3d-3.0873069!4d119.8556654!16s%2Fg%2F11rn4mm07t!19sChIJHUPlbzvtky0RhkHewF_7G4E?authuser=0&hl=id&rclk=1","Biro Psikologi Bonafide","5,0","(1)","Psikolog","·","Jl. Pongtiku","Tutup","· Buka Sen pukul 10.00","·","0877-7456-1000","","Rute","","","","",""
"https://www.google.com/maps/place/Yayasan+Praktek+Psikolog+Indonesia+Cabang+Samarinda/data=!4m7!3m6!1s0x2df67fad58f12431:0xc8c7eb19aa7c3092!8m2!3d-0.4729274!4d117.1660384!16s%2Fg%2F11y3sg64q5!19sChIJMSTxWK1_9i0RkjB8qhnrx8g?authuser=0&hl=id&rclk=1","Yayasan Praktek Psikolog Indonesia Cabang Samarinda","4,6","(5)","Psikolog","·","Raja Angin Indonesia, Jl. Ahmad Yani No.15B","Tutup","· Buka Sen pukul 09.00","·","0878-7184-585","","Rute","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Sangat baik rama dan lengkap
Gak nyesel deh belanja di bintang"""
"https://www.google.com/maps/place/INDO+THERAPI+PARE+PARE+%28TERAPI+GRATIS+%29/data=!4m7!3m6!1s0x2d95bb70b6b4dca1:0x331e28ae95b10d87!8m2!3d-4.015311!4d119.6224057!16s%2Fg%2F11h7vzg9jp!19sChIJody0tnC7lS0Rhw2xla4oHjM?authuser=0&hl=id&rclk=1","INDO THERAPI PARE PARE (TERAPI GRATIS )","","","Klinik Kesehatan","·","Jl. Bau Massepe No.390","Tutup","· Buka Sen pukul 07.00","·","0822-2638-4137","","Rute","","","","",""
"https://www.google.com/maps/place/Terapi+dan+Konsultasi+Psikologi/data=!4m7!3m6!1s0x2e68b1448bfa036f:0x6a06ff6e9e5d01c4!8m2!3d-7.1911032!4d107.8869553!16s%2Fg%2F11j4z0yqry!19sChIJbwP6i0SxaC4RxAFdnm7_Bmo?authuser=0&hl=id&rclk=1","Terapi dan Konsultasi Psikologi","4,9","(99)","Psikolog","·","Jl. Otista","Buka","· Tutup pukul 17.00","·","0852-4516-2629","","Situs Web","https://www.wahanabahagia.com/","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Setelah konsultasi dan therapy saya merasa lebih baik dr sblmnya🙏💯"""
"https://www.google.com/maps/place/Gerda+Akbar,+M.Psi.,+Psikolog/data=!4m7!3m6!1s0x2df67f80430a8f41:0x8b25032093ce5b42!8m2!3d-0.4286693!4d116.9846673!16s%2Fg%2F11hrlfp6cw!19sChIJQY8KQ4B_9i0RQlvOkyADJYs?authuser=0&hl=id&rclk=1","Gerda Akbar, M.Psi., Psikolog","4,8","(13)","Psikolog","·","Jl. Gn. Jati No.95b","Tutup","· Buka Sen pukul 07.30","·","0822-5647-5800","","Rute","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Udah pernah ketemu sekali, dan masih mengingat terapi 54321"""
"https://www.google.com/maps/place/Terapi+Tumbuh+kembang+Anak/data=!4m7!3m6!1s0x2d8bed16eb78845b:0xe7d350e6a74e6b06!8m2!3d-0.8974528!4d119.8550735!16s%2Fg%2F11mys8vtvk!19sChIJW4R46xbtiy0RBmtOp-ZQ0-c?authuser=0&hl=id&rclk=1","Terapi Tumbuh kembang Anak","","","Pusat Kesehatan Anak","·","Jl. Nangka","","","","0823-3311-1153","","Rute","","","","",""
"","","","","","","","","","","","","","","","","",""
